parent_company,lens_id,date_published,title,applicants,climate_codes,abstract
Amazon,021-897-502-229-149,2013-12-10,System and method for transporting inventory items,WURMAN PETER R; D ANDREA RAFFAELLO; BARBEHENN MICHAEL T; HOFFMAN ANDREW E; MOUNTZ MICHAEL C; AMAZON TECH INC,Y02P90/02; Y02P90/02,A method for transporting inventory items includes moving a mobile drive unit to a first point within a workspace. The first point is a location of an inventory holder. The method further includes docking the mobile drive unit with the inventory holder and moving the mobile drive unit and the inventory holder to a second point within the workspace. The second point is associated with conveyance equipment. The method further includes moving the inventory holder to a third point within the workspa
Amazon,023-107-585-389-028,2013-11-26,Managing power consumption in a data center,BRANDWINE ERIC J; AMAZON TECH INC,Y02D10/00; Y02D10/00,"Systems and methods are provided for managing resources. In one implementation, a method is provided in which a management server determines whether a condition related to one or more resources has occurred. The management server further determines at least one program instance to terminate. The at least one program instance executes on one of a plurality of servers. The management server further terminates the determined at least one program instance, which was used by an excess program executi"
Amazon,029-299-167-022-431,2012-05-02,RUHESTATUS-AUFRECHTERHALTUNGSMODUS FÜR EINEN PROZESSOR,AMAZON TECH INC,Y02D10/00; Y02D30/50; Y02D10/00; Y02D30/50,
Amazon,030-975-655-897-532,2014-02-11,Managing data storage,AMAZON TECH INC,Y02D10/00; Y02D10/00,"A storage unit includes one or more storage devices. In one embodiment, it is determined whether a temperature associated with the storage unit is below a minimum threshold. In another embodiment, it is determined whether a predicted heat load of the storage unit is below a minimum threshold. A predicted heat load for the storage unit is increased by initiating a data operation in the storage devices in response to determining that the temperature, or the predicted heat load, is below the minimu"
Amazon,032-657-347-634-641,2012-07-17,Managing power consumption in a data center,BRANDWINE ERIC J; AMAZON TECH INC,Y02D10/00; Y02D10/00,"Systems and methods are provided for managing resources. In one implementation, a method is provided in which a management server determines whether a condition related to one or more resources has occurred. The management server further determines at least one program instance to terminate. The at least one program instance executes on one of a plurality of servers. The management server further terminates the determined at least one program instance, which was used by an excess program executi"
Amazon,037-674-358-155-028,2012-06-13,Quiescent state retention mode for processor,AMAZON TECH INC,Y02D10/00; Y02D30/50; Y02D10/00; Y02D30/50,"A quiescent state retention mode (QSRM) permits minimal power consumption and dissipation by an electronic device while idle without producing adverse latencies to users or causing system instability. Upon a call to enter the QSRM, processes may be frozen, clocks may be gated, switching regulators may be placed in low power mode, SDRAM may be placed into self-refresh mode, caches may be flushed, IRQs may be disabled, and the system waits for interrupt to wakeup. In the QSRM, powered components i"
Amazon,047-246-030-801-876,2011-09-28,MULTIMODE-KÜHLSYSTEM UND VERFAHREN MIT VERDUNSTUNGSKÜHLUNG,AMAZON TECH INC,Y02B30/54; Y02B30/54,
Amazon,048-265-247-215-608,2011-03-29,Environmentally conscious transaction determinations,AMAZON TECH INC,Y02P90/84; Y02P90/84,"The environmental impact of various transactions can be reduced or offset by determining the impact of various shipping and packaging options, and providing these options to customers. Customers then have the ability to select options that reduce the environmental impact of each transaction. A customer also can purchase environmental offsets to offset the determined impact. Customers can be provided with environmental impact information determined or tracked for each item viewed by the customer,"
Amazon,054-644-288-995-37X,2010-12-29,QUIESCENT STATE RETENTION MODE FOR PROCESSOR,AMAZON TECH INC,Y02D10/00; Y02D30/50; Y02D10/00; Y02D30/50,"A quiescent state retention mode (QSRM) permits minimal power consumption and dissipation by an electronic device while idle without producing adverse latencies to users or causing system instability. Upon a call to enter the QSRM, processes may be frozen, clocks may be gated, switching regulators may be placed in low power mode, SDRAM may be placed into self-refresh mode, caches may be flushed, IRQs may be disabled, and the system waits for interrupt to wakeup. In the QSRM, powered components i"
Amazon,055-201-730-290-828,2013-05-28,Universal serial bus low power idle mode,LACHWANI MANISH; LIU CLIFTON; KIRALY KENNETH P; BERBESSOU DAVID; AMAZON TECH INC,Y02D10/00; Y02D10/00,"An idle universal serial bus (""USB"") is placed into a low power mode. During low power mode, peripherals attached to the USB bus may also enter a low power mode. While in this low power mode, USB attached peripherals may retain some functionality. For example, a USB attached modem may remain connected, allowing rapid resumption of communications upon awakening."
Amazon,057-896-863-630-917,2012-11-27,Dynamically monitoring and modifying distributed execution of programs,SIROTA PETER; KHANNA RICHENDRA; NOWLAND IAN P; COLE RICHARD J; VASANTH JAI; HITCHCOCK ANDREW J; CABRERA LUIS FELIPE; AMAZON TECH INC,Y02D10/00; Y02D10/00,"Techniques are described for managing distributed execution of programs. In some situations, the techniques include dynamically monitoring the ongoing distributed execution of a program on a cluster of multiple computing nodes, and may include automatically determining the status of execution of the program on each of the multiple computing nodes and/or automatically determining the aggregate usage of one or more types of computing resources across the cluster of multiple computing nodes by the "
Amazon,058-666-437-727-831,2013-09-03,Utilizing wakeup receivers for device communication,PRICE ANDREW D; GOPALAKRISHNAN VARADA; LAU ROBERT D; AMAZON TECH INC,Y02D30/70; Y02D30/70,"Computing devices can utilize various low power wakeup transceivers in order to control functional states of various components of those devices. Each transceiver can broadcast a beacon including appropriate information, which can be received by any other device with a transceiver that is within a propagation range of the beacon. A transceiver receiving the beacon can cause the received beacon to be analyzed by appropriate decision logic, which can determine any appropriate functionality to be a"
Amazon,059-819-130-062-063,2010-07-01,MULTI-MODE COOLING SYSTEM AND METHOD WITH EVAPORATIVE COOLING,AMAZON TECH INC; HAY JONATHAN DAVID,Y02B30/54; Y02B30/54,"A air channeling sub-system may include a mechanical cooling section and a direct evaporative cooling section. The direct evaporative cooling section may be downstream from the mechanical cooling section. Cooling air is channeled through the air channeling sub-system and into the room. If a first set of control conditions is met, the air channeling sub-systems is operated in an adiabatic mode. The adiabatic mode includes channeling cooling air through the direct evaporative cooling section to ev"
Amazon,070-741-265-853-971,2013-04-04,REDUCING SERVICE ACQUISITION TIME WHEN A USER DEVICE IS POWERED UP,AMAZON TECH INC; EDARA KIRAN K,Y02D30/70; Y02D30/70,"Methods and systems for reducing service acquisition time of a user device are disclosed. A method includes receiving a request to turn off the user device, obtaining network information for a future destination of the user device, and powering off the user device. The method further includes utilizing the network information for the future destination of the user device to reduce service acquisition time when the user device is powered on."
Amazon,075-421-886-964-729,2013-04-02,Systems and methods for fabricating products on demand,BODELL COLIN; MEYERS GREGORY J; POWERS JEREMY E; BEATTY BRYAN K; CURTIS MICHAEL G; SLOSBERG JEFFREY B; AU LEON L; AMAZON TECH INC,Y02P90/30; Y02P90/30,"Systems and methods are provided for fabricating products on demand. In some embodiments, a manufacturable model, which may include information about a three-dimensional representation of a product to be fabricated, is received by a user of an electronic system and may be validated by the electronic system. A prototype of the product can be generated based at least in part on the manufacturable model, and the manufacturable model and/or the product can be made available for selection by other us"
Amazon,075-489-888-207-415,2012-02-14,Offsetting environmental impact of electronic transactions,BRANDWINE ERIC JASON; CABRERA LUIS FELIPE; AMAZON TECH INC,Y02P90/84; Y02P90/84,"The environmental impact of various transactions can be reduced or offset by determining the impact of various shipping and packaging options, and providing these options to customers. Customers then have the ability to select options that reduce the environmental impact of each transaction. A customer also can purchase environmental offsets to offset the determined impact. Customers can be provided with environmental impact information determined or tracked for each item viewed by the customer,"
Amazon,083-067-343-701-093,2014-03-06,MULTI-MODE COOLING SYSTEM AND METHOD WITH EVAPORATIVE COOLING,AMAZON TECH INC,Y02B30/54; Y02B30/54,"A air channeling sub-system may include a mechanical cooling section and a direct evaporative cooling section. The direct evaporative cooling section may be downstream from the mechanical cooling section. Cooling air is channeled through the air channeling sub-system and into the room. If a first set of control conditions is met, the air channeling sub-systems is operated in an adiabatic mode. The adiabatic mode includes channeling cooling air through the direct evaporative cooling section to ev"
Amazon,094-057-293-576-713,2014-03-20,Adaptive Service Timeouts,AMAZON TECH INC; AMAZON TECH INC,Y02D10/00; Y02D10/00,"Disclosed are various embodiments for a timeout management application. Latency data for executing services is obtained. The used service capacity is calculated. If the service capacity is outside of a predefined range, the timeout of a selected service is reconfigured."
Amazon,096-641-641-659-319,2013-08-08,System and Method for Coordinating Movement of Mobile Drive Units,AMAZON TECH INC; AMAZON TECH INC,Y02P90/02; Y02P90/02; Y02P90/60,"A method for moving one or more mobile drive units within a workspace includes receiving, from a first mobile drive unit, a reservation request requesting use of a first path segment to move in a first direction. The method further includes determining that a second mobile drive unit is currently located on the first path segment and determining whether the second mobile drive unit is moving in the first direction. Additionally, the method includes transmitting a reservation response indicating "
Amazon,101-102-169-441-573,2011-07-28,MULTI-MODE COOLING SYSTEM AND METHOD WITH EVAPORATIVE COOLING,AMAZON TECH INC,Y02B30/54; Y02B30/54,"A air channeling sub-system may include a mechanical cooling section and a direct evaporative cooling section. The direct evaporative cooling section may be downstream from the mechanical cooling section. Cooling air is channeled through the air channeling sub-system and into the room. If a first set of control conditions is met, the air channeling sub-systems is operated in an adiabatic mode. The adiabatic mode includes channeling cooling air through the direct evaporative cooling section to ev"
Amazon,105-923-506-740-245,2014-03-27,ADAPTIVE SERVICE TIMEOUTS,AMAZON TECH INC,Y02D10/00; Y02D10/00,"Disclosed are various embodiments for a timeout management application. Latency data for executing services is obtained. The used service capacity is calculated. If the service capacity is outside of a predefined range, the timeout of a selected service is reconfigured."
Amazon,108-243-945-322-379,2013-02-19,Managing data storage,AMAZON TECH INC; CORDDRY MATTHEW T; MCGOUGH BENJAMIN EARLE; SCHREMPP MICHAEL W,Y02D10/00; Y02D10/00,Disclosed are various embodiments including systems and methods relating to the management of heat load in a data center. An access frequency of a data object is estimated in a computing device. The data object is stored in at least one of a plurality of storage units. Each of the storage units comprises a plurality of solid-state storage devices in a proximal arrangement. The storing is based at least in part on the access frequency of the data object and a density of the arrangement of the sol
Amazon,126-438-238-995-622,2012-03-27,Multi-mode cooling system and method with evaporative cooling,HAY JONATHAN DAVID; AMAZON TECH INC,Y02B30/54; Y02B30/54,"A air channeling sub-system may include a mechanical cooling section and a direct evaporative cooling section. The direct evaporative cooling section may be downstream from the mechanical cooling section. Cooling air is channeled through the air channeling sub-system and into the room. If a first set of control conditions is met, the air channeling sub-systems is operated in an adiabatic mode. The adiabatic mode includes channeling cooling air through the direct evaporative cooling section to ev"
Amazon,131-602-354-715-416,2012-05-01,Services for offsetting the environmental impact of electronic transactions,BRANDWINE ERIC J; CABRERA LUIS F; AMAZON TECH INC,Y02P90/84; Y02P90/84,"The environmental impact of various transactions can be reduced or offset by determining the impact of various shipping and packaging options, and providing these options to customers. Customers then have the ability to select options that reduce the environmental impact of each transaction. A customer also can purchase environmental offsets to offset the determined impact. Customers can be provided with environmental impact information determined or tracked for each item viewed by the customer,"
Amazon,135-427-025-560-791,2013-04-03,System und Verfahren zum Transportieren von Bestandsgegenständen,AMAZON TECH INC,Y02P90/02; Y02P90/02,
Amazon,135-994-163-264-270,2014-01-01,MULTIMODE-KÜHLSYSTEM UND VERFAHREN MIT VERDUNSTUNGSKÜHLUNG,AMAZON TECH INC,Y02B30/54; Y02B30/54,
Amazon,137-759-026-671-251,2013-01-08,Dynamically modifying program execution capacity,AMAZON TECH INC; MACLINOVSKY ALEX; MEIKE BLAKE; BURAGOHAIN CHIRANJEEB; KOMMAREDDY CHRISTOPHER REDDY; PARE GEOFFRY SCOTT; HEITMANN JOHN W; LOHIA SUMIT; CHEN LIANG; MUSGRAVE ZACHARY S,Y04S10/50,"Techniques are described for managing program execution capacity, such as for a group of computing nodes that are provided for executing one or more programs for a user. In some situations, dynamic program execution capacity modifications for a computing node group that is in use may be performed periodically or otherwise in a recurrent manner, such as to aggregate multiple modifications that are requested or otherwise determined to be made during a period of time, and with the aggregation of mu"
Amazon,138-059-659-328-241,2013-12-24,Managing virtual machine migration,VINCENT PRADEEP; THOMAS NATHAN; AMAZON TECH INC,Y02D10/00; Y02D10/00,"Systems and method for the management of migrations of virtual machine instances are provided. A migration manager monitors the resource usage of a virtual machine instance over time in order to create a migration profile. When migration of a virtual machine instance is desired, the migration manager schedules the migration to occur such that the migration conforms to the migration profile."
Amazon,140-536-226-889-036,2013-12-17,Interrupt reduction,LACHWANI MANISH; AMAZON TECH INC,Y02D10/00; Y02D10/00,"An interrupt reducing device driver module reduces the rate at which interrupts from a peripheral burden a processor. The interrupt reducing device driver determines when data is associated with the interrupt. When data is present, such as when indicated by an interrupt status register, further interrupts are masked and a buffer associated with the peripheral is read-out. This read-out continues while data is present in the buffer. Once no further data is present, the data interrupts are unmaske"
Amazon,145-946-502-829-990,2012-02-14,Comparing environmental impact of electronic and conventional transactions,BRANDWINE ERIC JASON; CABRERA LUIS FELIPE; AMAZON TECH INC,Y02P90/84; Y02P90/84,"The environmental impact of various transactions can be reduced or offset by determining the impact of various shipping and packaging options, and providing these options to customers. Customers then have the ability to select options that reduce the environmental impact of each transaction. A customer also can purchase environmental offsets to offset the determined impact. Customers can be provided with environmental impact information determined or tracked for each item viewed by the customer,"
Amazon,147-653-918-969-173,2014-03-27,ADAPTIVE SERVICE TIMEOUTS,AMAZON TECH INC,Y02D10/00; Y02D10/00,
Amazon,148-129-915-933-672,2013-03-28,REDUCING SERVICE ACQUISITION TIME WHEN A USER DEVICE IS POWERED UP,EDARA KIRAN K; AMAZON TECH INC,Y02D30/70; Y02D30/70,"Methods and systems for reducing service acquisition time of a user device are disclosed. A method includes receiving a request to turn off the user device, obtaining network information for a future destination of the user device, and powering off the user device. The method further includes utilizing the network information for the future destination of the user device to reduce service acquisition time when the user device is powered on."
Amazon,149-823-112-653-569,2013-02-19,Power management for electronic devices,AMAZON TECH INC; ROBISON KEELA N; FREED IAN W,Y02D30/70; Y02D30/70,"An electronic user device can provide intelligent power management. The device can monitor information such as charge level and rate of power consumption, and determine an appropriate time to charge the device. If a device is placed on a charger at a time when the device does not require charging, and the charging could potentially shorten the life of the device battery, the device might activate an internal switch or communicate with the charger to prevent the device from being charged. The dev"
Amazon,152-462-644-271-761,2013-11-19,Multi-mode cooling system and method with evaporative cooling,HAY JONATHAN DAVID; AMAZON TECH INC,Y02B30/54; Y02B30/54,"A air channeling sub-system may include a mechanical cooling section and a direct evaporative cooling section. The direct evaporative cooling section may be downstream from the mechanical cooling section. Cooling air is channeled through the air channeling sub-system and into the room. If a first set of control conditions is met, the air channeling sub-systems is operated in an adiabatic mode. The adiabatic mode includes channeling cooling air through the direct evaporative cooling section to ev"
Amazon,152-948-408-436-296,2010-05-25,Predictive reader power management,AMAZON TECH INC,Y02D10/00; Y02D10/00,Power management features of a reader device control an amount of electrical energy supplied to the reader device. The power management features include several power control categories that a user may select to affect an amount of power consumed by the reader device. One power control category controls power consumption based on a genre of an electronic book being processed by the reader device. Another power control category controls power consumption based on a time of day an electronic book 
Amazon,153-337-349-650-113,2012-03-29,CLOUD-BASED DEVICE SYNCHRONIZATION,EVANS ETHAN Z; CABRERA LUIS FELIPE; SIEGEL HILLIARD BRUCE; DESANTIS PETER N; AMAZON TECH INC,Y02D10/00; Y02D10/00,"A logically centralized system or service, such as a cloud-based content management service, enables intelligent communication between disparate devices. Such communication enables content such as applications and data to be synchronized between various devices, where the synchronization takes into account the capabilities of each device to provide versions and/or formats of that content that are appropriate for each device. A user purchasing an additional device, for example, can have various a"
Amazon,156-725-043-430-840,2012-04-10,Multi-mode cooling system with pre-dehumidification,MORALES OSVALDO P; HAY JONATHAN DAVID; AMAZON TECH INC,Y02B30/54; Y02B30/54,A system for cooling computer systems in a room of a data center includes a dehumidification system and an air channeling sub-system. The air channeling sub-system includes a mechanical cooling section that removes heat from the cooling air and an evaporative cooling section downstream from the mechanical cooling section. The dehumidification system may be upstream from the mechanical cooling section and the evaporative cooling section. A controller for the cooling system selectively operates th
Amazon,168-700-127-420-599,2013-11-12,Multi-mode cooling system and method with evaporative cooling,HAY JONATHAN DAVID; AMAZON TECH INC,Y02B30/54; Y02B30/54,"A air channeling sub-system may include a mechanical cooling section and a direct evaporative cooling section. The direct evaporative cooling section may be downstream from the mechanical cooling section. Cooling air is channeled through the air channeling sub-system and into the room. If a first set of control conditions is met, the air channeling sub-systems is operated in an adiabatic mode. The adiabatic mode includes channeling cooling air through the direct evaporative cooling section to ev"
Amazon,178-607-867-819-462,2013-12-17,Deep idle mode,LACHWANI MANISH; BERBESSOU DAVID; AMAZON TECH INC,Y02D10/00; Y02D30/50; Y02D10/00; Y02D30/50,"A deep idle mode for electronic devices is described, which provides significant power savings while allowing significantly shorter resumption times than experienced with a suspend mode. During deep idle mode, a root clock such as the microcontroller unit phase-locked loop (MPLL) is scaled or gated entirely and other clocks such as the processor, memory, and general purpose timer clocks may be scaled. To maintain functionality while these clocks are scaled or gated, an external clock source coup"
Amazon,181-440-660-412-696,2013-04-16,Light emission guidance,ROUAIX FRANCOIS M; ANTONY FELIX F; ELLIOTT CYNTHIA L; BEZOS JEFFREY P; AMAZON TECH INC,Y02P90/845; Y02P90/845,A visible-light based display system may be used to project visual guidance to picking and/or stowing agents in a materials handling facility dependent on their current location. The system may comprise a plurality of fixed-location display devices and/or mobile display devices coupled to a control system. The control system may send messages to particular ones of the display devices for projection of visual guidance usable to direct an agent to a particular inventory area in which an item is to
Amazon,183-173-303-343-214,2013-12-03,Processor system in low power state retention mode with linear regulator off and switch regulator low in power management IC,LACHWANI MANISH; BERBESSOU DAVID; AMAZON TECH INC,Y02D10/00; Y02D30/50; Y02D10/00; Y02D30/50,"A quiescent state retention mode (QSRM) permits minimal power consumption and dissipation by an electronic device while idle without producing adverse latencies to users or causing system instability. Upon a call to enter the QSRM, processes may be frozen, clocks may be gated, switching regulators may be placed in low power mode, SDRAM may be placed into self-refresh mode, caches may be flushed, IRQs may be disabled, and the system waits for interrupt to wakeup. In the QSRM, powered components i"
Amazon,192-460-751-372-674,2012-05-14,QUIESCENT STATE RETENTION MODE FOR PROCESSOR,AMAZON TECH INC,Y02D10/00; Y02D30/50; Y02D10/00; Y02D30/50,
Amazon,199-289-232-677-553,2010-10-12,Environmentally conscious electronic transactions,AMAZON TECH INC,Y02P90/84; Y02P90/84,"The environmental impact of various transactions can be reduced or offset by determining the impact of various shipping and packaging options, and providing these options to customers. Customers then have the ability to select options that reduce the environmental impact of each transaction. A customer also can purchase environmental offsets to offset the determined impact. Customers can be provided with environmental impact information determined or tracked for each item viewed by the customer,"
Apple,170-496-536-496-355,2025-12-31,UNTERGRUPPENIDENTIFIKATOR FÜR EIN AUFWECKSIGNAL MIT NIEDRIGER LEISTUNG,APPLE INC,Y02D30/70,
Apple,040-848-816-253-844,2025-12-31,"AUFWECKSIGNAL MIT NIEDRIGER LEISTUNG, AUFWECKEMPFÄNGER MIT NIEDRIGER LEISTUNG UND FUNKRUFÜBERWACHUNG FÜR LEERLAUFENDES ODER INAKTIVES BENUTZERGERÄT",APPLE INC,Y02D30/70,
Apple,165-186-060-120-576,2025-12-31,VEREINHEITLICHTER ENTWURF EINES AUFWECKSIGNALS MIT NIEDRIGER LEISTUNG FÜR VERSCHIEDENE AUFWECKEMPFÄNGERTYPEN,APPLE INC,Y02D30/70; Y02D30/70,
Apple,031-742-680-388-341,2025-12-30,Wireless device scheduling availability during neighbor cell measurements,APPLE INC,Y02D30/70,This disclosure relates to techniques for aligning wireless device and cellular network expectations and behavior in conjunction with neighbor cell measurements in a wireless communication system. A wireless device may determine that a reference signal is configured for a neighbor cell measurement when communication with the serving cell is also configured. The wireless device may determine whether the reference signal for the neighbor cell measurement is configured with same or different subcar
Apple,012-588-119-171-743,2025-12-30,Power efficient synchronization for long distance device-to-device communications,APPLE INC,Y02D30/70,"The invention relates to power efficient synchronization for long distance device-to-device communication. A communication network is provided that may include a user equipment (UE) device. When a first UE device becomes off-network and has an emergency message, the first UE device may transmit a device-to-device signal for reception by a second UE device. The signal may include one or more preambles that are prior to the emergency message and used by the second UE device to perform synchronizat"
Apple,197-665-294-981-597,2025-12-30,Mobility support for user equipments with varying capabilities in a wireless network,APPLE INC,Y02D30/70,"Some aspects of this disclosure relate to apparatuses and methods for implementing techniques for support mobility in a wireless network for user equipments (UEs) with varying capabilities. A UE can receive a first system information from a serving base station, where the first system information includes a UE capability condition associated with a neighbor base station, and determine whether a UE capability meets the UE capability condition associated with the neighbor base station. When the UE"
Apple,004-727-723-532-629,2025-12-26,Power management based on limited hardware enforced power control,APPLE INC,Y02D10/00; Y02D10/00,"The invention relates to power management based on limited hardware enforced power control. Various techniques and circuit implementations for power reduction management in integrated circuits are disclosed. Specifically, a power manager circuit in an integrated circuit (e.g., a system on chip) may modify a power budget for various components in the integrated circuit to reduce an amount of power control caused by external signaling indicative of a voltage regulator overload (e.g., a voltage dro"
Apple,042-030-980-242-153,2025-12-26,Power management based on limited hardware enforced power control,APPLE INC,Y02D10/00; Y02D10/00,"The invention relates to power management based on limited hardware enforced power control. Various techniques and circuit implementations for power reduction management in integrated circuits are disclosed. Specifically, a power manager circuit in an integrated circuit (e.g., a system on chip) may modify a power budget for various components in the integrated circuit to reduce an amount of power control caused by external signaling indicative of a voltage regulator overload (e.g., a voltage dro"
Apple,191-076-307-553-804,2025-12-24,ROHC-HEADER-KOMPRESSION FÜR MPTCP,APPLE INC,Y02D30/50,"Verfahren zur RObust Header Compression-Kompression, ROHC-Kompression, von Mehrweg-Übertragungssteuerungsprotokoll -Datenpaketen, MPTCP-Datenpaketen, umfassend:Bestimmen (1602), basierend auf einer ersten in Headern eines Stroms von Datenpaketen enthaltenen Information, dass ein erster Abschnitt des Stroms von Datenpaketen gemäß dem Übertragungssteuerungsprotokoll, TCP, mit einer aktivierten Multipath-TCP-Option, MPTCP-Option, formatiert wird;Herstellen (1604) eines Kontexts mit einem entspreche"
Apple,142-823-110-201-601,2025-12-24,BENUTZERSCHNITTSTELLE FÜR EIN TELEFON,APPLE INC,Y02D30/70,"An electronic device having a user interface for accessing phone features. The user interface accounts for whether the electronic device is connected to a companion cellular phone. The user interface accounts for a headset is available for use to carry on a call. The user interface permits transition between using one or more of cellular phone, headset, and/or the electronic device to be used for carrying on incoming or outgoing calls."
Apple,078-358-838-380-139,2025-12-24,Energieeinsparungen durch Präambel in WLAN-Systemen,APPLE INC,Y02D30/70; Y02D30/70,"Verfahren zum Verarbeiten empfangener Paketinformationen, wobei das Verfahren umfasst:Empfangen in einer Empfangsschaltung (620) von mindestens einem ersten Teil eines Pakets, das von einem elektronischen Gerät drahtlos übertragen wurde;Analysieren einer Präambel, die in dem ersten Teil des Pakets enthalten ist, um ein Ziel zu identifizieren, das durch eine Vielzahl von vollständig zugeordneten Kennungsbits, AID, angegeben wird;Bestimmen, basierend auf der Vielzahl von vollständig zugeordneten K"
Apple,004-172-454-002-390,2025-12-23,Mechanism for saving power on a bus interface,APPLE INC,Y02D10/00,"Systems, apparatuses, and methods for saving power on a bus interface are described. A system includes a host, a device, and a repeater interposed between the host and the device. While the host and device are in a low-power state, the repeater monitors a first bus to determine if the device has woken up. When the repeater detects a remote wake-up event initiated by the device, the repeater generates an interrupt which is sent to the host. The host responds to the interrupt by initiating a resum"
Apple,021-594-901-007-959,2025-12-23,Data transfer during mobility in layer 2 relay,APPLE INC,Y02D30/70,"A user equipment (UE) is configured to operate as a relay UE between a remote UE and a base station. The relay UE receives, from an originating device, a data packet for relay to a recipient device, determines that the relay of the data packet to the recipient device has failed and sends, to the originating device, a transmission including the data packet, wherein the transmission comprises an indication that the data packet is being returned to the originating device."
Apple,097-691-645-051-310,2025-12-23,Private memory management using utility thread,APPLE INC,Y02D10/00,"Techniques are disclosed relating to private memory management using a mapping thread, which may be persistent. In some embodiments, a graphics processor is configured to generate a pool of private memory pages for a set of graphics work that includes multiple threads. The processor may maintain a translation table configured to map private memory addresses to virtual addresses based on identifiers of the threads. The processor may execute a mapping thread to receive a request to allocate a priv"
Apple,055-731-712-113-850,2025-12-18,Scalable system on a chip,APPLE INC,Y02D10/00; Y02D10/00,"SCALABLE SYSTEM ON A CHIP A system including a plurality of processor cores, a plurality of graphics processing units, a plurality of peripheral circuits, and a plurality of memory controllers is configured to support 5 scaling of the system using a unified memory architecture. SCALABLE SYSTEM ON A CHIP ov o v"
Apple,184-988-387-161-613,2025-12-18,USER INPUT INTERFACES,APPLE INC,Y02D10/00; Y02D30/50,"The present disclosure generally relates to managing user inputs. In some examples, devices receive user inputs via a biometric sensor, such as a fingerprint sensor. In some examples, devices receive user inputs via a button. In some examples, devices receive user inputs via touch sensors. In some examples, the biometric sensor and/or the touch sensor is integrated into the button."
Apple,032-609-806-315-951,2025-12-18,Watch theater mode,APPLE INC,Y02D30/50,"The present disclosure generally relates to receiving a user input corresponding to a rotation of a rotatable input mechanism and in accordance with the user input, adjusting a brightness level of a display screen during a brightening configuration session. The present disclosure generally relates to receiving a user input corresponding to a rotation of a rotatable input mechanism and in accordance with the user input, adjusting a brightness level of a display screen during a brightening configu"
Apple,042-145-969-720-564,2025-12-18,METHODS AND USER INTERFACES FOR INITIATING COMMUNICATIONS,APPLE INC,Y02D30/70,The present disclosure generally relates to methods and user interfaces for establishing communications. A computer system displays a user interface object corresponding to a communication with different appearances based on a respective state of a process for sending the communication.
Apple,058-125-475-783-242,2025-12-18,PROACTIVE PROVISION OF POSITIONING INFORMATION BASED ON USER CONTEXT,APPLE INC,Y02D30/70,"Embodiments described herein provide for a system, a non-transitory machine-readable medium, and methods to provide location services. In an embodiment, a method includes receiving at least one indication of a change in location status for an electronic device. The method also includes determining a prediction for an upcoming location status based on the at least one indication and analysis of user data accessible on the electronic device and selecting a processor type for determining positionin"
Apple,122-081-280-861-236,2025-12-18,EFFICIENCY AND POWER CONTROL OF TASKS HAVING COMPUTATION BOUND AND MEMORY BOUND PHASES,APPLE INC,Y02D10/00,"The present disclosure describes a system that can include a memory device storing data for operations of a task, a controller to control the operations of the task, and further include a computation engine to perform the computations of the task, where the task can include multiple sets of operations. In some embodiments, the controller can determine an efficiency control metric of a set of operations based on one or more operational parameters of the memory device or the computation engine mea"
Apple,173-593-662-986-092,2025-12-18,FOLDED LEAD TABS,APPLE INC,Y02E60/10,"Aspects of the present disclosure involve folded electrode tabs. In general, a battery pack includes a battery cell, an enclosure enclosing the battery cell, a feedthrough tab configured to form a battery terminal, and a lead tab. The battery cell includes a stack of electrodes and a plurality of electrode tabs extending from the stack of electrodes. The lead tab includes a first portion connected to the plurality of electrode tabs, a second portion connected to the feedthrough tab, and a third "
Apple,176-272-107-790-885,2025-12-18,Scalable system on a chip,APPLE INC,Y02D10/00; Y02D10/00,"SCALABLE SYSTEM ON A CHIP A system including a plurality of processor cores, a plurality of graphics processing units, a plurality of peripheral circuits, and a plurality of memory controllers is configured to support 5 scaling of the system using a unified memory architecture. SCALABLE SYSTEM ON A CHIP ov o v"
Apple,037-821-675-485-466,2025-12-18,Scalable system on a chip,APPLE INC,Y02D10/00; Y02D10/00,"SCALABLE SYSTEM ON A CHIP A system including a plurality of processor cores, a plurality of graphics processing units, a plurality of peripheral circuits, and a plurality of memory controllers is configured to support 5 scaling of the system using a unified memory architecture. SCALABLE SYSTEM ON A CHIP ov o v"
Apple,102-989-780-549-278,2025-12-18,BATTERY WITH SELECTIVELY LOCATED COMPONENTRY OF A BATTERY MANAGEMENT UNIT,APPLE INC,Y02E60/10,"A battery includes an enclosure having a longitudinal body section and a lateral body section extending from and normal to the longitudinal body section, where an intersection of the longitudinal body section and the lateral body section defines an interior corner. The battery also includes electrodes disposed within the enclosure. The battery also includes a battery management unit (BMU), where at least a portion of the BMU is disposed external to the enclosure and adjacent to the interior corn"
Apple,017-466-567-108-330,2025-12-18,BATTERY WITH COVERED PLUG,APPLE INC,Y02E60/10,"A battery that includes a housing defining a housing aperture, a battery cell stack positioned in the housing, a plug coupled to the housing over the housing aperture, a covering material disposed on at least a portion of the plug. The plug includes a first plate coupled to the housing and defining a first aperture, a second plate, and a lamination layer coupling the first plate to the second plate and defining a second aperture. The first aperture and the second aperture are aligned with the ho"
