parent_company,lens_id,date_published,publication_type,patent_status,title,applicants,climate_codes,abstract
Amazon,038-214-991-406-717,2016-04-19,GRANTED_PATENT,INACTIVE,Injecting active periods into scheduled inactive periods,AMAZON TECH INC,Y02D30/70; Y02D30/70,"A processing device determines a usage schedule for a mobile device based on one or more first criteria, the usage schedule comprising a scheduled active period of the mobile device and a scheduled inactive period of the mobile device. The processing device identifies an additional active period for the mobile device that is based on one or more second criteria. The processing device causes the mobile device to transition into a low power state during the scheduled inactive period and to transit"
Amazon,039-940-816-513-489,2016-05-10,GRANTED_PATENT,ACTIVE,Placement and tuning of virtual machines,AMAZON TECH INC,Y02D10/00,"Approaches are disclosed for enabling owners of virtual computing resources to specify one or more constraints for their virtual machines and/or virtual networks, with respect to metrics such as cost, latency, throughput, network bandwidth, power usage, server availability, data redundancy, correlated failure susceptibility, and other such metrics. A customer can declare a set of constraints with metrics goals for their virtual machine instance or network of instances, and the service provider c"
Amazon,127-055-171-786-997,2014-06-24,GRANTED_PATENT,ACTIVE,Statistical approach to power management for electronic devices,MOY STEVEN KA CHEUNG; AMAZON TECH INC,Y02D10/00; Y02D30/50; Y02D10/00; Y02D30/50,"Power savings is provided to users of various electronic devices by monitoring the times and locations at which those users activate, deactivate, or otherwise change an operational state of one or more functional elements of a device. Other contextual or environmental information can be captured as well when the user performs such an action. One or more statistical analysis or prediction algorithms can be used to determine when and/or where the user is likely to repeat the one or more actions, w"
Amazon,063-815-321-022-036,2016-05-12,PATENT_APPLICATION,DISCONTINUED,PORTFOLIOS AND PORTFOLIO SHARING IN A CATALOG SERVICE PLATFORM,AMAZON TECH INC,Y02P90/80; Y02P90/80,"A service provider system may implement an enterprise catalog service that manages catalogs and portfolios of software products (e.g., desktop applications and server products) on behalf of service provider customer organizations. Through the service, a customer organization administrator may create a portfolio (e.g., a container) and configure the portfolio for subsequent use by end users in the organization, which may include adding products, users, permissions, and constraints on the usage of"
Amazon,139-510-312-305-796,2015-10-06,GRANTED_PATENT,ACTIVE,Display with integrated battery,YEH YUTING; AMAZON TECH INC,Y02E60/10; Y02P70/50,An electronic device including a display supported by a substrate is described. A plurality of electrochemical cells are embedded in the substrate to provide power without increasing the size and weight of the electronic device.
Amazon,032-657-347-634-641,2012-07-17,GRANTED_PATENT,ACTIVE,Managing power consumption in a data center,BRANDWINE ERIC J; AMAZON TECH INC,Y02D10/00; Y02D10/00,"Systems and methods are provided for managing resources. In one implementation, a method is provided in which a management server determines whether a condition related to one or more resources has occurred. The management server further determines at least one program instance to terminate. The at least one program instance executes on one of a plurality of servers. The management server further terminates the determined at least one program instance, which was used by an excess program executi"
Amazon,093-866-609-629-062,2016-05-17,GRANTED_PATENT,ACTIVE,Determining capacities of work buffers,AMAZON TECH INC,Y02P90/02; Y02P90/02,"Disclosed are various embodiments for determining capacities for work buffers. Data is received that indicates past work cycles for a first stage and a second stage of a pipelined process. The pipelined process includes a work buffer between the first stage and the second stage. Staffing levels for the first stage and the second stage are received. An optimal buffer capacity for the work buffer is generated based at least in part on a predicted workflow variance for the pipelined process, the st"
Amazon,097-689-644-035-826,2016-05-31,GRANTED_PATENT,INACTIVE,Data storage power management,PATIEJUNAS KESTUTIS; LAZIER COLIN L; SEIGLE MARK C; CLAIBORN CHRISTIAN L; AMAZON TECH INC,Y02D10/00; Y02D10/00,"Embodiments of the present disclosure are directed to, among other things, managing power of one or more data storage devices. In some examples, a storage service may obtain a schedule associated with enabling different storage devices at different times. The storage service may also identify a request of a batch of requests for accessing the storage devices. In some cases, the storage service may also determine which storage device to activate based at least in part on the schedule and/or the r"
Amazon,113-146-827-119-763,2016-02-02,GRANTED_PATENT,INACTIVE,Proximity sensor algorithms to control transmit power of a user device,AMAZON TECH INC,Y02D30/70,"Methods and systems are described for determining whether any one of three or more proximity test conditions is met using measurements from a plurality of proximity electrodes located relative to an antenna of a user device and reducing a transmit power level to be used by the antenna when any one of the three or more proximity test conditions is met. A user device obtains measurements from the proximity electrodes, checks the three or more proximity test conditions, and instructs a transmit pow"
Amazon,116-287-689-308-360,2016-06-14,GRANTED_PATENT,ACTIVE,Interface tab generation,AMAZON TECH INC,Y02D10/00,Technology is described for generating an interface tab in an application. The method may include receiving an instruction to create an interface tab in the application. Another operation may be defining computing resources that are to be applied to loading of the interface tab and page content. The interface tab and the page content may be loaded using the computing resources defined.
Amazon,116-513-386-323-494,2016-03-01,GRANTED_PATENT,INACTIVE,Power efficient wireless connectivity,SOLSONA-PALOMAR MARC; TROYANKER VLAD; KURUBARAHALLI JALAJA C; CACERES ADRIAN D; AMAZON TECH INC,Y02D30/70; Y02D30/70,"Described herein are systems and methods for reducing power consumption in a device while maintaining a wireless local area network connection. An interface processor of a wireless interface is configured to maintain a network connection while an application processor is in a low power mode. The interface processor may awaken the application processor to a high power mode upon receipt of a wakeup signal, loss of network connection, detection of a network suitable for connection, or other pre-det"
Amazon,122-788-643-675-475,2016-03-22,GRANTED_PATENT,INACTIVE,Discriminative language model pruning,WEBER FREDERICK V; AMAZON TECH INC,Y02D10/00; Y02D10/00,"A language model for speech recognition may be discriminatively pruned. In some embodiments, the language model is discriminatively pruned by computing a discriminative objective function value for one or more n-grams in the language model, and selecting one or more n-grams to prune based at least in part on a threshold value. In some embodiments, the language model is discriminatively pruned to a sufficiently small number of n-grams such that transcription of audio inputs may occur in real time"
Amazon,139-858-515-837-247,2016-06-14,GRANTED_PATENT,INACTIVE,Power cell embedded in enclosure,AMAZON TECH INC,Y02E60/10; Y02T10/70; Y02E60/13; Y02T10/70,"An embedded power cell is formed by placing a cathode, anode, and electrolyte within a recess in an enclosure. The enclosure thus acts as part of an overall device and also contains the embedded power cell, eliminating the need for dedicated packaging for the power cell. In one implementation, a low-profile lithium ion battery with a polymerized electrolyte may be sealed within the enclosure. Other devices such as a cell temperature sensor, battery controller, and so forth may also be embedded w"
Amazon,152-624-483-659-587,2016-03-08,GRANTED_PATENT,INACTIVE,Optimum condenser water temperature for water cooled chiller,AMAZON TECH INC,Y02B30/54; Y02B30/54,"A computer-implemented method generates a set-point temperature for an evaporative cooler supplying cooled water to a chiller. Under the control of one or more computer systems configured with executable instructions, an achievable temperature for water supplied to the chiller by the evaporative cooler is generated based at least in part on an outside wet bulb temperature. A set-point temperature for the water supplied to the chiller by the evaporative cooler is then generated. The set-point tem"
Amazon,152-755-290-005-050,2016-05-10,GRANTED_PATENT,INACTIVE,Address resolution in unnumbered pseudo-point-to-point network,WHITTAKER COLIN J; SINN FREDERICK DAVID; PIETSCH JUSTIN O; AMAZON TECH INC,Y02D30/00; Y02D30/00,"Address resolution in an unnumbered, pseudo-point-to-point network utilizes address transmissions, such as an address advertisement or an address response, in order to obtain address information for use in frame addressing. In one embodiment, routers communicate using a multi-access data link layer protocol, such as Ethernet, but in a physical configuration which restricts data link layer communications to going between only two nodes, thereby negating the multi-access application of the protoco"
Amazon,157-625-689-406-231,2016-04-26,GRANTED_PATENT,ACTIVE,Battery retention device,AMAZON TECH INC,Y02E60/10,Described in this disclosure is a battery retention device which may include an integral gasket configured to provide an interface between a portion of a battery compartment and a circuit board. The battery retention device may comprise an elastomeric material and one or more retention features configured to prevent Euler buckling in batteries positioned in tandem with one another.
Amazon,160-864-698-609-838,2016-05-10,GRANTED_PATENT,INACTIVE,Wireless coverage assist,PARTHASARATHY RANGAPRABHU; EDARA KIRAN K; YELLA VIRITHA; HU KAIXIANG; AMAZON TECH INC,Y02D30/70; Y02D30/70,Approaches in accordance with various embodiments can utilize loss of service and call drop information to anticipate connection events between a computing device and a cellular or data network. The utilize loss of service and call drop information is compiled from past connection events from many devices and is utilizes by the computing device to determine areas historically associated with greater connection reliability (or strength of connectivity) upon at least detecting a condition indicati
Amazon,180-814-430-715-023,2016-05-24,GRANTED_PATENT,INACTIVE,Multilayer electrode connector designs and applications thereof,AMAZON TECH INC,Y02E60/10,"In an implementation, a battery package includes alternating electrodes. Each electrode includes a recessed region of electrode material layers that expose a conductive layer. Each electrode also includes openings within the electrode material layers and the conductive layer, where the openings are adjacent to the recessed regions. Multilayer electro-mechanical connectors couple exposed portions of the conductive layers of alternating electrodes to thereby electrically couple electrodes that hav"
Amazon,008-786-538-162-561,2015-05-05,GRANTED_PATENT,ACTIVE,Systems and methods for removably attaching a battery to a user device,AMAZON TECH INC,Y02E60/10,"System, methods, and apparatuses for removably attaching a battery to a user device are provided herein. In certain embodiments, a system may include an adhesive layer formed on an inner portion of the user device. The system may also include a battery retention label. The battery retention label may include a body portion configured to be adhered to the inner portion of the user device by the adhesive layer. The body portion may be configured to receive the battery thereon. The battery retentio"
Amazon,029-166-600-759-671,2015-10-06,GRANTED_PATENT,ACTIVE,Management of computing devices processing workflow stages of a resource dependent workflow,ADOGLA EDEN G; COLLINS JAMIN W; AMAZON TECH INC,Y02D10/00; Y02D10/00,"Systems and method for the management of resource dependent workflows are provided. One or more resource control devices monitor usage of a computing resource by server computing devices. Each resource control device may direct a server computing device to proceed with a workflow or to pause processing a workflow. A resource control device may further direct a server computing device to take resource conserving actions. When a computing resource is determined to be available, a resource control "
Amazon,038-883-107-590-17X,2015-12-31,PATENT_APPLICATION,DISCONTINUED,THREE-DIMENSIONAL WATERMARK GENERATION,AMAZON TECH INC,Y02P90/02; Y02P90/02,"Markers may be included in items manufactured on demand by a manufacturing apparatus. The markers in such marked items may be detected by a scanning apparatus, and information and/or instructions associated with printing three-dimensional objects can be provided based on the markers."
Amazon,054-838-687-960-735,2015-08-11,GRANTED_PATENT,ACTIVE,Wake on one-to-many communication,AMAZON TECH INC,Y02D30/70; Y02D30/70,A network device may include first and second processors and a wireless transceiver under control of the second processor. The network device may further maintain one or more signatures and a wake-up module executable by the second processor. The wake up module may receive a multicast wireless communication while the first processor is in a low-power sleep mode. The wake up module may determine whether a data portion of the multicast wireless communication includes a signature. If the data porti
Amazon,055-767-979-751-020,2015-05-26,GRANTED_PATENT,ACTIVE,System and method for maintaining power to electrical systems,CZAMARA MICHAEL P; AMAZON TECH INC,Y02B70/30; Y02B70/3225; Y04S20/222; Y04S20/248,"A back-up feed system includes a feed input, a feed output, and a feed switching device. The feed input is coupled with an electrical power source. The feed output can couple with power lines in a power distribution unit at a location downstream from circuit protection devices the power distribution unit. The feed switching device can supply back-up electrical power from the power source to electrical systems in the event of a fault condition in the power distribution unit."
Amazon,071-562-344-169-978,2015-09-08,GRANTED_PATENT,ACTIVE,Processor that transitions to an idle mode when no task is scheduled to execute and further enters a quiescent doze mode or a wait mode depending on the value of a reference counter,LACHWANI MANISH; BERBESSOU DAVID; AMAZON TECH INC,Y02D10/00; Y02D10/00,"A quiescent doze mode permits significant reductions in power consumption and dissipation by electronic devices while idle without producing adverse latencies to users. Device drivers communicate predictions as to future use of their coupled devices with a kernel. The kernel may then enter a quiescent doze mode comprising gating clocks on the processor and peripherals, disabling interrupts, and executing a wait for interrupt. Dynamically increasing timer interrupt intervals to significant fracti"
Amazon,077-997-750-891-334,2015-08-11,GRANTED_PATENT,ACTIVE,CPU sharing techniques,VINCENT PRADEEP; MIHOCKA DAREK J; AMAZON TECH INC,Y02D10/00; Y02D10/00,Architectures and techniques for substantially maintaining performance of hyperthreads within processing cores of processors. One technique can include determining that at least one of two or more hyperthreads has entered an idle state. The technique can further include executing an idle workload loop that comprises a set of instructions that substantially simulates execution of the one of the two or more hyperthreads that has entered the idle state.
Amazon,080-392-236-347-906,2015-10-13,GRANTED_PATENT,INACTIVE,Rendering on composite portable devices,FROMENT ARNAUD; LACHWANI MANISH; AMAZON TECH INC,Y02D10/00; Y02D10/00,"Constituent electronic devices such as eBook reader devices may be combined to form a composite device. Resources such as power, data, processing capabilities, network interfaces, displays, and so forth may be shared between the constituent devices. Resources may also be allocated and transferred to increase operational time of depleted individual electronic devices. Content may be presented across the constituent devices of the composite device. A relative spatial arrangement of the composite d"
Amazon,109-332-480-567-974,2015-08-04,GRANTED_PATENT,INACTIVE,Secure digital input/output low-power mode,LACHWANI MANISH; BERBESSOU DAVID; AMAZON TECH INC,Y02D10/00; Y02D30/50; Y02D10/00; Y02D30/50,"A low-power mode for interfaces, such as secure digital input/output (SDIO) interfaces, is described. The low-power mode provides significant power savings while allowing rapid resumption of data transfer on the interface. The SDIO low-power mode gates an SDIO clock and transitions the SDIO bus to a 1-bit mode. One line of the bus carries the 1-bit data while another line carries interrupts from an SDIO peripheral. Normal data transmission results in enabling the SDIO clock and setting the bus s"
Amazon,135-245-005-588-351,2014-12-16,GRANTED_PATENT,ACTIVE,Action based device control,BOZARTH BRADLEY J; KARAKOTSIOS KENNETH M; BEZOS JEFFREY P; AMAZON TECH INC,Y02D10/00; Y02D30/50; Y02D10/00; Y02D30/50,"The determination of a gaze direction or field of view of a user with respect to a computing device can control aspects of the device, such as to reduce power or resource consumption. A computing device can include an imaging element and software for locating aspects of a user's facial features relative to the device, such that an orientation of the user's features relative to the device can be determined. Various actions on the device can be executed based at least in part upon a determined gaz"
Amazon,129-811-398-106-523,2015-09-08,GRANTED_PATENT,ACTIVE,Suspend using internal rewriteable memory,LACHWANI MANISH; BERBESSOU DAVID; AMAZON TECH INC,Y02D10/00; Y02D30/50; Y02D10/00; Y02D30/50,"Power consumption while in a low power suspend mode is enhanced by placing a portion of suspend and resume instructions into internal rewriteable memory, such as internal random access memory (“IRAM”). During entry into suspend, control is transferred from instructions stored in an external memory to instructions stored within the internal rewriteable memory. These instructions are configured to reduce power consumption of the external memory by reducing a slew rate, drive strength, and so forth"
Amazon,141-110-141-994-038,2015-08-25,GRANTED_PATENT,INACTIVE,Vibrational energy harvester,AMAZON TECH INC,Y02B40/00; Y02B40/00,"Some examples include an energy harvester for use in an electronic device to convert mechanical energy associated with vibrations of the electronic device into electrical energy. For instance, an energy harvester including rows of piezoelectric cantilevers may be arranged around a proof mass and may be utilized to convert the vibrations into electrical energy. In some examples, the energy harvester may include an electromagnetic energy harvester in addition to, or in place of the piezoelectric e"
Amazon,147-947-434-335-442,2015-12-22,GRANTED_PATENT,INACTIVE,Battery charging metrics and representations,AMAZON TECH INC,Y02D10/00; Y02D10/00,"This disclosure describes systems and methods related to determining and providing battery charging metrics for an electronic device. In one embodiment, one or more processors may determine the capacity of the battery of an electronic device and a first battery charge level. A charging rate associated with the battery charger may be determined. A battery charging time may be calculated based at least in part on the battery capacity, the charging rate, the first battery charging time, and a secon"
Amazon,156-472-193-732-147,2016-01-05,GRANTED_PATENT,ACTIVE,Managing update deployment,AMAZON TECH INC,Y02D10/00; Y02D10/00,"Systems and methods for managing deployment of an update to computing devices, and for diagnosing issues with such deployment, are provided. An update deployment manager determines one or more initial computing devices to receive and execute an update. The update deployment manager further monitors a set of performance metrics with respect to the initial computing devices or a collection of computing devices. If a deployment issue is detected based on the monitored metrics, the update deployment"
Amazon,175-882-381-315-034,2015-07-28,GRANTED_PATENT,INACTIVE,Dynamic device adjustments based on determined user sleep state,NOBLE ISAAC S; AMAZON TECH INC,Y02D30/70; Y02D30/70,"An electronic device performs functionality adjustments based on a determined attention level of a user of the device. In some embodiments, the device automatically enters a sleep mode upon determining that the user has fallen asleep. The device may automatically modify functionality of the device such that disturbances to the user is minimized or power consumption is reduced. For example, the device may lower the volume of a ring tone or deactivate a communication channel. In some instances, th"
Amazon,149-823-112-653-569,2013-02-19,GRANTED_PATENT,ACTIVE,Power management for electronic devices,AMAZON TECH INC; ROBISON KEELA N; FREED IAN W,Y02D30/70; Y02D30/70,"An electronic user device can provide intelligent power management. The device can monitor information such as charge level and rate of power consumption, and determine an appropriate time to charge the device. If a device is placed on a charger at a time when the device does not require charging, and the charging could potentially shorten the life of the device battery, the device might activate an internal switch or communicate with the charger to prevent the device from being charged. The dev"
Amazon,192-747-669-192-760,2015-05-26,GRANTED_PATENT,ACTIVE,Hydrokinetic power generation system,AMAZON TECH INC,Y02E10/20; Y02E10/20,"A system for generating electrical power includes one or more turbine systems, a linking system, a power receiving station, and a transmission line. The turbine systems includes a turbine, a turbine carrier that can hold the turbine in a flow of water, and a generator that produces electricity from rotation of a runner of the turbine. The linking system couples the turbine carriers to a fixed location. The transmission line transmits power from the generator to the power receiving station."
Amazon,005-727-894-717-480,2015-03-31,GRANTED_PATENT,INACTIVE,System for fast dormancy on wireless networks,EDARA KIRAN K; SOMAYAJULA SIVA RAMA KUMAR; AMAZON TECH INC,Y02D30/70; Y02D30/70,"A method and apparatus for enabling fast dormancy on LTE wireless connections. In an example embodiment, a user device generates a signal strength measurement report upon receiving an indication that a data transfer via an active wireless connection with a first infrastructure node according to a first wireless communication standard, such as LTE, is complete. The user device submits the signal strength measurement report to the first infrastructure node to trigger a handover. The user device im"
Amazon,012-032-738-705-800,2015-03-31,GRANTED_PATENT,INACTIVE,System and method for assessing power distribution systems,MORALES OSVALDO P; CZAMARA MICHAEL P; AMAZON TECH INC,Y04S10/52; Y04S10/52,"A method of assessing an electrical power distribution system includes establishing a baseline signature for one or more points in the power distribution system and assessing the power distribution system using the baseline signatures. Establishing the baseline signatures includes injecting one or more input signals (for example, a tone) at one or more injection points in the power distribution system, sensing one or more output signals at one or more sensing points in the power distribution sys"
Amazon,013-495-687-743-889,2015-02-24,GRANTED_PATENT,ACTIVE,Isolating tenants executing in multi-tenant software containers,AMAZON TECH INC,Y02D10/00; Y02D10/00,Technologies are described herein for isolating tenants executing in a multi-tenant software container. Mechanisms for resource isolation allow tenants executing in a multi-tenant software container to be isolated in order to prevent resource starvation by one or more of the tenants. Mechanisms for dependency isolation may be utilized to prevent one tenant executing in a multi-tenant software container from using another tenant in the same container in a manner that requires co-tenancy. Mechanis
Amazon,088-601-065-947-315,2015-03-26,PATENT_APPLICATION,DISCONTINUED,REUSABLE SHIPPING PACKAGES FOR ELECTRONIC MARKETPLACE SELLERS,AMAZON TECH INC,Y02W90/00; Y02W90/00,"Techniques for improving the efficiency of an electronic marketplace are disclosed herein. In particular, methods for implementing reusable packaging in fulfillment of orders by participants who are both consumers and sellers in an electronic marketplace are described. The reusable packaging may be provided on a one-to-one basis as compared to a seller's pending outgoing orders and an order placed by the seller acting as a consumer to an electronic marketplace, on a one-to-N basis as compared to"
Amazon,087-401-047-040-506,2014-11-25,GRANTED_PATENT,ACTIVE,System and method for minimizing network transition latencies while minimizing power consumption,CACERES ADRIAN D; TROYANKER VLAD; KURUBARAHALLI JALAJA C; SOLSONA-PALOMAR MARC; AMAZON TECH INC,Y02D30/70; Y02D30/70,"A user device establishes a wireless connection with a wireless local area network using a first radio. The user device then deactivates a second radio of the user device based on establishing of the wireless connection with the wireless local area network. Subsequently, the user device determines whether to activate the second radio based on at least one criterion associated with the wireless connection."
Amazon,173-958-510-654-987,2015-01-13,GRANTED_PATENT,ACTIVE,CPU sharing techniques,VINCENT PRADEEP; MIHOCKA DAREK J; AMAZON TECH INC,Y02D10/00; Y02D10/00,"Architectures and techniques for substantially maintaining performance of hyperthreads within processing cores of processors. One technique can include determining that a first thread is scheduled for execution on one of two or more hyperthreads, where the first instruction thread has a first priority. Such a technique also includes determining that a second instruction thread is one of executing or scheduled for execution on another of the two or more hyperthreads, where the second instruction "
Amazon,177-628-161-423-454,2014-05-27,GRANTED_PATENT,ACTIVE,Device controller low power mode,LACHWANI MANISH; BERBESSOU DAVID; AMAZON TECH INC,Y02D10/00; Y02D30/50; Y02D10/00; Y02D30/50,"A device controller, such as a universal serial bus (“USB”) device controller, that is unattached to an external device is placed into a low power mode. During low power mode, interface components of the device controller are gated or placed into a reduced power state. For example, components such as a USB gadget PHY, which manages physical layer communication, USB direct memory access clock, secondary clocks, and so forth may be gated. Upon receiving a connection event indicating attachment of "
Amazon,012-194-008-129-938,2013-04-23,GRANTED_PATENT,ACTIVE,System and method for avoiding system overload by maintaining an ideal request rate,AHUJA SOHEL R; MCHUGH JASON G; AMAZON TECH INC,Y02D10/00; Y02D10/00,"A computer system that provides services to clients may adaptively throttle incoming service requests in order to reach and then maintain operation at an ideal request rate. An ideal request rate may be a maximum rate at which incoming service requests can be serviced such that client-specified quality of service (QoS) expectations are met for most or all incoming service requests, or a rate within a range of rates defined by that maximum rate. Determining whether the system is operating at an i"
Amazon,108-243-945-322-379,2013-02-19,GRANTED_PATENT,INACTIVE,Managing data storage,AMAZON TECH INC; CORDDRY MATTHEW T; MCGOUGH BENJAMIN EARLE; SCHREMPP MICHAEL W,Y02D10/00; Y02D10/00,Disclosed are various embodiments including systems and methods relating to the management of heat load in a data center. An access frequency of a data object is estimated in a computing device. The data object is stored in at least one of a plurality of storage units. Each of the storage units comprises a plurality of solid-state storage devices in a proximal arrangement. The storing is based at least in part on the access frequency of the data object and a density of the arrangement of the sol
Amazon,199-289-232-677-553,2010-10-12,GRANTED_PATENT,INACTIVE,Environmentally conscious electronic transactions,AMAZON TECH INC,Y02P90/84; Y02P90/84,"The environmental impact of various transactions can be reduced or offset by determining the impact of various shipping and packaging options, and providing these options to customers. Customers then have the ability to select options that reduce the environmental impact of each transaction. A customer also can purchase environmental offsets to offset the determined impact. Customers can be provided with environmental impact information determined or tracked for each item viewed by the customer,"
Amazon,055-201-730-290-828,2013-05-28,GRANTED_PATENT,INACTIVE,Universal serial bus low power idle mode,LACHWANI MANISH; LIU CLIFTON; KIRALY KENNETH P; BERBESSOU DAVID; AMAZON TECH INC,Y02D10/00; Y02D10/00,"An idle universal serial bus (""USB"") is placed into a low power mode. During low power mode, peripherals attached to the USB bus may also enter a low power mode. While in this low power mode, USB attached peripherals may retain some functionality. For example, a USB attached modem may remain connected, allowing rapid resumption of communications upon awakening."
Amazon,057-896-863-630-917,2012-11-27,GRANTED_PATENT,INACTIVE,Dynamically monitoring and modifying distributed execution of programs,SIROTA PETER; KHANNA RICHENDRA; NOWLAND IAN P; COLE RICHARD J; VASANTH JAI; HITCHCOCK ANDREW J; CABRERA LUIS FELIPE; AMAZON TECH INC,Y02D10/00; Y02D10/00,"Techniques are described for managing distributed execution of programs. In some situations, the techniques include dynamically monitoring the ongoing distributed execution of a program on a cluster of multiple computing nodes, and may include automatically determining the status of execution of the program on each of the multiple computing nodes and/or automatically determining the aggregate usage of one or more types of computing resources across the cluster of multiple computing nodes by the "
Amazon,140-536-226-889-036,2013-12-17,GRANTED_PATENT,INACTIVE,Interrupt reduction,LACHWANI MANISH; AMAZON TECH INC,Y02D10/00; Y02D10/00,"An interrupt reducing device driver module reduces the rate at which interrupts from a peripheral burden a processor. The interrupt reducing device driver determines when data is associated with the interrupt. When data is present, such as when indicated by an interrupt status register, further interrupts are masked and a buffer associated with the peripheral is read-out. This read-out continues while data is present in the buffer. Once no further data is present, the data interrupts are unmaske"
Amazon,152-948-408-436-296,2010-05-25,GRANTED_PATENT,INACTIVE,Predictive reader power management,AMAZON TECH INC,Y02D10/00; Y02D10/00,Power management features of a reader device control an amount of electrical energy supplied to the reader device. The power management features include several power control categories that a user may select to affect an amount of power consumed by the reader device. One power control category controls power consumption based on a genre of an electronic book being processed by the reader device. Another power control category controls power consumption based on a time of day an electronic book 
Amazon,153-337-349-650-113,2012-03-29,PATENT_APPLICATION,DISCONTINUED,CLOUD-BASED DEVICE SYNCHRONIZATION,EVANS ETHAN Z; CABRERA LUIS FELIPE; SIEGEL HILLIARD BRUCE; DESANTIS PETER N; AMAZON TECH INC,Y02D10/00; Y02D10/00,"A logically centralized system or service, such as a cloud-based content management service, enables intelligent communication between disparate devices. Such communication enables content such as applications and data to be synchronized between various devices, where the synchronization takes into account the capabilities of each device to provide versions and/or formats of that content that are appropriate for each device. A user purchasing an additional device, for example, can have various a"
Amazon,156-725-043-430-840,2012-04-10,GRANTED_PATENT,ACTIVE,Multi-mode cooling system with pre-dehumidification,MORALES OSVALDO P; HAY JONATHAN DAVID; AMAZON TECH INC,Y02B30/54; Y02B30/54,A system for cooling computer systems in a room of a data center includes a dehumidification system and an air channeling sub-system. The air channeling sub-system includes a mechanical cooling section that removes heat from the cooling air and an evaporative cooling section downstream from the mechanical cooling section. The dehumidification system may be upstream from the mechanical cooling section and the evaporative cooling section. A controller for the cooling system selectively operates th
Amazon,178-607-867-819-462,2013-12-17,GRANTED_PATENT,INACTIVE,Deep idle mode,LACHWANI MANISH; BERBESSOU DAVID; AMAZON TECH INC,Y02D10/00; Y02D30/50; Y02D10/00; Y02D30/50,"A deep idle mode for electronic devices is described, which provides significant power savings while allowing significantly shorter resumption times than experienced with a suspend mode. During deep idle mode, a root clock such as the microcontroller unit phase-locked loop (MPLL) is scaled or gated entirely and other clocks such as the processor, memory, and general purpose timer clocks may be scaled. To maintain functionality while these clocks are scaled or gated, an external clock source coup"
Apple,006-645-470-325-747,2025-10-09,PATENT_APPLICATION,PENDING,SUBGROUP IDENTIFIER FOR A LOW-POWER WAKE-UP SIGNAL,APPLE INC,Y02D30/70,"The present application relates to devices and components including apparatus, systems, and methods to use a subgroup identifier (ID) for a low-power wake-up signal (LP-WUS). In an example, a user equipment (UE) can be configured with an LP-WUS configuration separately from a paging early indication (PEI) configuration. The LP-WUS configuration can indicate a first subgroup ID for LP-WUS, whereas the PEI configuration can indicate a second subgroup ID for PEI. A network can wake up a subgroup of"
Apple,197-859-075-383-269,2024-10-10,PATENT_APPLICATION,PENDING,"LOW POWER WAKE-UP SIGNAL, LOW POWER WAKE-UP RECEIVER, AND PAGING MONITORING FOR IDLE OR INACTIVE USER EQUIPMENT",APPLE INC,Y02D30/70,"A user equipment (UE) includes a transceiver, a wake-up receiver (WUR) operable at a lower power than the transceiver, and a processor. The processor is configured to determine a timing of a wake-up signal (WUS) monitoring occasion, the timing based at least in part on a periodicity anchored to a timing reference, and on an offset based on the timing reference or the periodicity; monitor for a WUS using the WUR during the WUS monitoring occasion; and transition the transceiver from a sleep state"
Apple,161-807-170-191-82X,2024-10-10,PATENT_APPLICATION,PENDING,UNIFIED DESIGN OF LOW-POWER WAKE-UP SIGNAL FOR DIFFERENT TYPES OF WAKE-UP RECEIVERS,APPLE INC; WU DAN,Y02D30/70; Y02D30/70,"A network device includes a transceiver operable to communicate with multiple user equipments (UEs) and a processor configured to identify a particular UE of the multiple UEs to wake. The processor is configured to determine a WUS sequence corresponding to the particular UE of the multiple UEs, and transmit, via the transceiver and to the particular UE, the determined WUS sequence."
Apple,186-544-994-649-077,2025-10-15,GRANTED_PATENT,ACTIVE,VERFÜGBARKEIT DER PLANUNG EINER DRAHTLOSEN VORRICHTUNG WÄHREND NACHBARZELLENMESSUNGEN,APPLE INC,Y02D30/70,
Apple,171-231-148-845-333,2024-02-21,GRANTED_PATENT,ACTIVE,LEISTUNGSEFFIZIENTE SYNCHRONISIERUNG FÜR D2D-KOMMUNIKATION,APPLE INC,Y02D30/70,
Apple,000-881-606-383-96X,2025-03-19,GRANTED_PATENT,ACTIVE,MOBILITÄTSUNTERSTÜTZUNG FÜR TEILNEHMERGERÄTE MIT VARIIERENDEN FÄHIGKEITEN IN EINEM DRAHTLOSEN NETZWERK,APPLE INC,Y02D30/70,
Apple,160-577-727-733-386,2023-07-04,GRANTED_PATENT,ACTIVE,Multi-die power management in SoCs,APPLE INC,Y02D10/00; Y02D10/00,Various techniques and circuit implementations for power reduction management in integrated circuits are disclosed. Certain techniques include the implementation of rate control circuits to control a clock rate for circuits associated with a communication fabric in an integrated circuit. The clock rate may be reduced based trigger signals received from power delivery trigger circuits coupled to the integrated circuit and voltage regulators providing power to the integrated circuit. Additional te
Apple,088-301-688-218-907,2022-09-13,GRANTED_PATENT,ACTIVE,ROHC header compression for MPTCP,APPLE INC,Y02D30/50,"Some embodiments relate to a user equipment device (UE), and associated methods for performing ROHC header compression on TCP packets with MPTCP option enabled. In some embodiments, a compressor may determine that a first portion of the stream of data packets is formatted according to the transmission control protocol (TCP) with a multipath TCP (MPTCP) option enabled. The compressor may establish context with a corresponding decompressor and may operate in one of three modes of compression based"
